,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6655,1,0,0,0,1.247217966963116,1,1,-1.3481059770536914,-0.29366339394677077,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3669,0,0,0,0,0.47353105628253944,1,1,1.5533915852363596,1.1620468525346381,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
6980,0,1,0,0,-0.6666391278783103,0,1,-0.8562140650045189,-0.7079753215725554,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
4634,1,0,0,0,-1.2367242199587352,1,1,-1.5292418500717988,-0.9846836767098486,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3444,0,0,1,0,0.14776814652229667,0,1,-0.9775252460166459,-0.4262334970742198,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1215,1,0,1,1,-1.1960038562387048,1,1,0.5164302571326987,-0.8977459471318479,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
6558,0,0,0,0,-0.6666391278783103,1,1,-1.479387940066815,-0.8635713393647719,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3662,1,0,0,0,-0.9516816739185228,1,1,-0.6518130339840859,-0.8242749557566355,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5429,1,0,1,1,1.6137012404433893,1,1,0.4898415051300408,1.4916728658228882,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
1075,1,0,1,1,1.0843365120829946,1,1,1.0598378761870213,1.4559528946554925,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
3432,1,0,1,0,1.5322605130033284,1,1,0.9983513871808745,2.020341685072351,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
3481,1,0,0,0,-1.1552834925186746,1,1,-0.467353566965646,-0.9134203473350933,-1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4078,0,0,1,1,-0.4223169455581282,1,1,0.09101022509017127,-0.32640302141354965,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
6109,1,0,0,0,-1.2367242199587352,1,1,-0.35268957395418365,-0.9632693553054147,-1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5108,1,0,0,0,-0.38159658183809786,1,1,-0.5005895069689685,-0.5307442161758591,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6805,1,1,1,0,1.5322605130033284,1,1,1.3556377422165908,2.168829031223096,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
4237,0,0,0,0,-1.1145631287986442,1,1,0.17576187209864347,-0.8552043003830394,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
938,1,0,1,0,1.3286586944031769,1,1,1.438727592224897,2.1350738792361064,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
3258,0,0,0,0,-1.2774445836787656,0,1,-1.341458789053027,-0.9973777332124769,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
21,0,0,1,0,-0.8295205827584317,1,1,-1.4943441130683104,-0.9188511958562178,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
6251,1,0,1,1,-1.2774445836787656,1,1,-1.5126238800701375,-0.9996516250729477,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3418,0,0,1,0,0.880734693482843,1,1,1.4885815022298807,1.6935635557646904,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
6896,1,0,0,0,-1.2774445836787656,1,1,-0.6916961619880726,-0.9887457747906897,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2855,0,0,1,1,0.3920903288424788,1,1,-1.5093002860698053,-0.6252100731754185,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3865,1,0,0,1,-1.2774445836787656,1,1,-1.3547531650543558,-0.9975543461725135,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3908,1,1,1,0,1.125056875803025,1,1,1.7046151122514768,2.0498581260184623,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1769,0,0,1,0,1.5729808767233588,1,1,0.9468356801757247,1.9366271420150174,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
6760,0,0,0,1,-1.1552834925186746,1,1,-0.5105602889699654,-0.9267325491978495,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4520,0,0,1,1,-1.2774445836787656,1,1,-1.4893587220678117,-0.9993425523928838,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1426,0,1,1,0,1.5729808767233588,1,1,0.9052907551715716,1.8994280373073151,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1366,0,0,1,0,-0.9109613101984924,1,1,0.6925807391503077,-0.648809979960305,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3060,0,0,1,0,-0.30015585439803716,0,1,-0.8861264110075091,-0.579688082725993,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
6687,1,1,1,0,-1.2367242199587352,1,1,0.47987072312904416,-0.9318322484189056,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
296,1,0,1,1,1.5729808767233588,1,1,0.37517751211857825,1.3922176927022958,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
405,0,0,0,0,1.6137012404433893,1,1,-1.4943441130683104,-0.3596504111404336,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
4264,1,1,0,0,0.5549717837226001,1,1,1.3190782082129364,1.1393962404099487,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
6036,1,0,1,0,0.8400143297628127,1,1,1.5201556452330371,1.5684111969587773,-1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
940,1,0,0,1,-0.3408762181180675,1,1,-1.4527991880641573,-0.773454576506113,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2988,0,0,1,0,1.6137012404433893,1,1,1.4919050962302134,2.4712345720457094,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5691,0,0,0,0,-1.1552834925186746,1,1,-1.4893587220678117,-0.9780386140884728,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
44,1,0,1,0,-0.7888002190384014,1,1,0.3801629031190768,-0.5748091497049829,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
6120,0,0,0,0,-1.0738427650786138,1,1,-0.17653909193657447,-0.8502591375020156,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2240,1,1,1,1,1.6137012404433893,1,1,0.8238627021634315,1.8392250945548503,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5692,0,0,1,1,-0.9516816739185228,1,1,-0.3310862129520241,-0.8082252530133124,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1343,0,0,1,1,1.2879383306831464,1,1,0.27546969210861083,1.0620397639139314,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4579,0,0,0,0,-0.055833672077855064,1,1,0.544680806135523,0.1577372552866931,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3647,0,1,0,0,-0.9924020376385531,1,1,0.16412929309748078,-0.7552192883823373,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3672,1,0,1,0,0.880734693482843,1,1,0.179085466098976,0.6324287386249794,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4467,1,0,1,0,0.6364125111626608,1,1,0.15914390209698223,0.5087775899793769,-1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
181,1,0,0,0,-1.2774445836787656,1,1,-0.6468276429835875,-0.9881497060505662,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
4302,0,0,0,0,0.758573602322752,1,1,0.7175076941527995,0.8759338572753976,-1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
244,1,1,0,0,-0.7888002190384014,1,1,-0.3310862129520241,-0.6852584795878517,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1248,1,0,0,0,-0.8702409464784621,1,1,0.8438042661654253,-0.5719391891043886,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2439,0,0,1,1,-0.62591876415828,1,1,-1.491020519067978,-0.8625558148445617,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5935,0,1,0,0,-0.7888002190384014,1,1,-0.1615829189350795,-0.6600690561626362,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2859,0,1,1,0,1.5322605130033284,1,1,0.7906267621601091,1.7763729574018363,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
3220,0,0,1,0,1.5322605130033284,1,1,0.4167224371227313,1.419482318407941,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
3954,0,1,1,0,-0.62591876415828,1,1,0.9983513871808745,-0.3176386032717349,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
764,0,0,1,1,1.3286586944031769,1,1,-1.491020519067978,-0.43742634341653736,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3442,0,0,0,0,-0.13727439951791576,1,1,1.1312951471941644,0.2312744765219191,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
7022,0,0,0,0,1.6137012404433893,1,1,1.3356961782145975,2.322901762234997,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
887,1,1,0,0,-0.21871512695797646,1,1,1.5201556452330371,0.2535718627265358,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
5625,1,0,0,1,-0.4223169455581282,1,1,-1.4694171580658184,-0.8006971255917537,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5968,1,0,0,0,-0.8295205827584317,1,1,0.3087056321119333,-0.6228478748349293,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
891,0,0,1,1,0.7178532386027215,1,1,1.2991366442109427,1.2074143066440317,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
889,1,0,1,1,1.247217966963116,1,1,1.1894580421999785,1.7361272791335034,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1608,0,0,0,0,-0.62591876415828,1,1,-1.4843733310673135,-0.8847428179491555,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5765,1,1,1,0,1.4508197855632678,1,1,1.0565142821866886,1.8979709803870133,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4231,0,0,0,0,1.5729808767233588,1,1,0.5264010391336954,1.5122041224271394,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
6722,1,1,1,0,1.4100994218432374,1,1,1.4054916522215746,2.145494043878264,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6136,1,0,1,1,0.5549717837226001,1,1,-1.479387940066815,-0.6150327513533113,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1760,0,0,1,1,0.7178532386027215,1,1,-0.32776261895169184,0.1460587233042749,-1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
176,1,1,0,0,-0.7073594915983407,1,1,0.32200000811326246,-0.502287452989967,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6682,0,0,1,0,1.4915401492832983,1,1,0.9202469281730669,1.8443910236359198,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
5023,1,0,0,0,-1.2774445836787656,1,1,0.18407085709947407,-0.9771113960482807,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4292,1,1,0,0,-0.055833672077855064,1,1,0.30372024111143525,-0.029207562912014394,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3088,0,0,1,1,0.5549717837226001,1,1,0.5396954151350245,0.6901370233169279,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1037,1,0,0,0,-0.7888002190384014,0,1,-0.518869273970796,-0.7214199831553391,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
438,0,0,1,0,0.10704778280226633,1,1,0.8338334841644282,0.38762109939429107,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
146,0,0,0,0,-1.1960038562387048,1,1,-1.5009913010689746,-0.9810631110290989,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5875,1,0,1,0,1.3286586944031769,1,1,0.2073360151017999,0.9284982895062813,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
6660,0,0,1,0,-1.2774445836787656,1,1,0.14584952609565352,-0.9776191583083859,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6444,0,0,0,1,-0.055833672077855064,1,1,0.4881797081298748,0.1344022679418614,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
2729,1,0,0,0,-1.2367242199587352,1,1,0.6959043331506402,-0.9331789222391843,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2662,0,0,0,0,-1.2367242199587352,0,1,-0.5155456799704636,-0.9682586714264477,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5009,0,0,1,0,1.369379058123207,1,1,1.6963061272506461,2.4985654276113682,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
4277,1,0,0,0,-1.0738427650786138,1,1,-1.4561227820644893,-0.959803325964697,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2992,0,0,0,0,-0.8295205827584317,0,1,-1.0223937650211312,-0.8127951133542585,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
2546,1,0,0,0,-0.30015585439803716,1,1,0.37850110611891075,-0.1281991270125109,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
2800,1,0,1,1,-0.5037576729981889,1,1,-1.4760643460664828,-0.8127288834942449,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2155,1,0,1,0,-0.0965540357978854,1,1,0.6726391751483144,0.15054027716520288,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2468,0,0,1,0,-1.1552834925186746,0,1,-0.5388108379727895,-0.919403111356332,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5470,1,1,1,0,1.5729808767233588,1,1,0.8205391081630994,1.8332202539136067,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3240,1,0,1,0,0.880734693482843,1,1,1.3888736822199135,1.5365325576721767,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
768,0,0,0,0,0.35136996512244845,1,1,0.3153528201125979,0.3557866133476997,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3762,0,0,0,0,-0.7073594915983407,1,1,-0.5238546649712943,-0.6773329730062108,-1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6579,0,0,0,0,1.6137012404433893,1,1,0.6493740171459885,1.639762832813551,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
6056,1,0,0,0,1.0436161483629645,1,1,0.21065960910213194,0.8900849706983277,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
4819,0,0,0,1,0.8400143297628127,1,1,-1.4960059100684764,-0.5435045025385011,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5454,1,1,1,0,-1.2774445836787656,1,1,0.15914390209698223,-0.9774425453483492,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5442,1,0,0,1,1.1657772395230555,1,1,-1.3215172250510334,-0.3465810520977276,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1575,0,0,0,0,1.369379058123207,1,1,1.15456030519649,1.9547520470387703,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5305,1,0,1,0,0.43281069256250915,1,1,0.466576347127715,0.5196834402616352,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1177,1,0,0,0,0.5549717837226001,1,1,0.47987072312904416,0.5786280156738398,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2254,0,1,1,0,1.6137012404433893,1,1,0.9401884921750601,1.9655916674610148,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
455,1,0,0,0,-0.3408762181180675,1,1,1.3091074262119398,0.09331767811335481,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3013,1,0,0,0,-0.13727439951791576,1,1,0.2073360151017999,-0.08971957834454367,-1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
853,1,0,0,0,-1.1145631287986442,1,1,-0.013682985920294679,-0.8524447228824681,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
4506,0,1,1,0,1.6137012404433893,1,1,0.4183842341228973,1.3744680902186208,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
2159,1,0,0,0,-0.7073594915983407,1,1,-1.3198554280508674,-0.8451815149009643,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
467,0,0,1,1,1.6137012404433893,1,1,0.82884809316393,1.901083783807658,-1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6237,0,0,0,0,-1.2774445836787656,1,1,0.1724382780983114,-0.9772659323883128,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2672,0,0,0,0,-0.21871512695797646,1,1,-1.4843733310673135,-0.7597449954832745,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5874,1,0,0,0,-0.9109613101984924,1,1,1.1911198392001445,-0.5400384731977834,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3291,1,0,1,1,-0.3408762181180675,1,1,-0.3194536339508612,-0.4253945855140462,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
5251,1,1,0,0,-1.1145631287986442,1,1,0.142525932095321,-0.8675230543455901,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
555,1,0,1,1,0.9621754209229036,1,1,0.13255515009432434,0.673204255773422,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
672,1,0,0,0,-1.2774445836787656,1,1,0.3419415721152558,-0.9750141171478464,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1255,1,0,0,0,-1.2367242199587352,0,1,-1.125425179031431,-0.9820786355493091,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
794,1,0,0,0,-1.0738427650786138,0,1,-0.6567984249845842,-0.8762653958674003,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2934,1,0,1,1,-0.8295205827584317,1,1,-1.5076384890696393,-0.9206835553165972,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
5269,0,0,0,0,-0.9109613101984924,1,1,-0.1698919039359101,-0.7260339967362944,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
3526,0,1,0,0,-1.1145631287986442,1,1,-0.47898614596680894,-0.903397561853018,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6747,1,0,1,0,0.7992939660427822,0,1,-0.9742016520163136,-0.14321122861561922,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3860,0,0,0,1,-0.5444780367182193,0,1,-1.3098846460498705,-0.7581996320829544,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
912,0,0,1,1,1.6137012404433893,1,1,1.3739175092184182,2.457215918342807,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
